numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20150401000000;102030;180;2;280;11.800000;280.450000;274.950000;68;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101140;mq;mq;1420;mq;mq;mq;mq;278.950000;mq;mq;16.100000;18.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20150401000000;101810;200;2;300;9.900000;276.450000;274.850000;89;25000;25;8;6;90;7;800;38;mq;mq;101220;mq;mq;1540;mq;mq;mq;mq;278.350000;mq;mq;18.200000;22.000000;-10;2;0.000000;0.000000;mq;0.800000;0.800000;1.000000;2.200000;2.200000;mq;mq;mq;mq;3;8;600;6;6;1200;mq;mq;mq;mq;mq;mq;
07020;20150401000000;102600;180;1;300;12.000000;281.650000;276.250000;69;12000;3;0;mq;25;2;800;31;20;11;102330;mq;mq;1630;mq;mq;mq;mq;mq;mq;mq;16.200000;18.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;2;8;700;1;0;6000;mq;mq;mq;mq;mq;mq;
07027;20150401000000;102510;160;1;290;7.800000;279.850000;276.050000;77;35020;0;mq;mq;mq;0;mq;mq;mq;mq;101680;mq;mq;1390;mq;mq;mq;mq;277.950000;mq;mq;11.500000;12.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20150401000000;102290;160;3;300;7.700000;279.950000;274.450000;68;48580;0;mq;mq;90;7;1250;mq;mq;mq;100420;mq;mq;1300;mq;mq;mq;mq;279.850000;mq;mq;14.400000;14.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;5;mq;1020;7;mq;1410;mq;mq;mq;mq;mq;mq;
07072;20150401000000;102090;290;3;320;12.800000;276.250000;272.750000;78;6400;mq;mq;mq;mq;mq;mq;mq;mq;mq;100900;mq;mq;1260;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;0.000000;mq;mq;0.600000;0.600000;0.600000;1.200000;1.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20150401000000;103040;120;1;300;4.800000;280.850000;276.350000;73;20000;1;1;1;25;2;800;38;20;10;101860;mq;mq;1300;mq;mq;mq;mq;278.950000;mq;mq;7.800000;10.000000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;1;8;750;2;6;1560;mq;mq;mq;mq;mq;mq;
07117;20150401000000;102870;150;1;300;8.800000;281.850000;276.050000;67;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102150;mq;mq;1450;mq;mq;mq;mq;mq;mq;mq;15.000000;15.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20150401000000;102830;100;2;260;4.900000;279.650000;276.250000;79;21710;0;mq;mq;mq;3;800;mq;mq;mq;102370;mq;mq;1170;mq;mq;mq;mq;277.850000;mq;mq;6.800000;6.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;1;mq;990;3;mq;1470;mq;mq;mq;mq;mq;mq;
07139;20150401000000;102610;140;1;280;3.800000;279.650000;276.050000;78;16430;0;mq;mq;75;6;800;mq;mq;mq;100820;mq;mq;1180;mq;mq;mq;mq;278.150000;mq;mq;5.700000;6.900000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;0.400000;mq;mq;mq;mq;6;mq;960;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20150401000000;102310;170;1;290;7.700000;280.950000;275.850000;70;18130;0;2;2;75;2;800;mq;mq;mq;101200;mq;mq;1210;mq;mq;mq;mq;mq;mq;mq;12.100000;13.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;1.000000;mq;mq;mq;mq;1;mq;960;6;mq;1740;mq;mq;mq;mq;mq;mq;
07168;20150401000000;102240;160;1;270;8.300000;280.150000;275.250000;71;19980;0;mq;mq;mq;1;1750;mq;mq;mq;100790;mq;mq;1020;mq;mq;mq;mq;278.150000;mq;mq;11.400000;12.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;1.200000;mq;mq;mq;mq;1;mq;1980;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20150401000000;101920;130;3;270;8.700000;279.150000;273.650000;68;60000;0;mq;mq;mq;2;2250;mq;mq;mq;97760;mq;mq;770;mq;mq;mq;mq;276.050000;mq;mq;13.600000;18.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;1.400000;mq;mq;mq;mq;2;mq;2220;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20150401000000;101730;160;1;260;8.500000;281.750000;273.750000;57;53620;0;mq;mq;100;2;1250;mq;mq;mq;99890;mq;mq;640;mq;mq;mq;mq;277.850000;mq;mq;15.100000;15.500000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;1.000000;1.400000;1.400000;mq;mq;mq;mq;2;mq;1440;4;mq;1620;8;mq;2160;mq;mq;mq;
07207;20150401000000;103070;90;1;310;8.500000;282.550000;277.550000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102540;mq;mq;1020;mq;mq;mq;mq;mq;mq;mq;12.500000;14.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20150401000000;102980;170;1;290;2.500000;279.550000;275.850000;77;15000;1;0;0;0;0;mq;30;20;10;102650;mq;mq;990;mq;mq;mq;mq;276.350000;mq;mq;3.500000;5.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20150401000000;102750;160;1;270;3.800000;280.050000;274.950000;70;53040;0;0;mq;75;6;1250;mq;mq;mq;101360;mq;mq;1070;mq;mq;mq;mq;277.750000;mq;mq;5.300000;7.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;4;mq;1020;6;mq;1260;mq;mq;mq;mq;mq;mq;
07255;20150401000000;102670;200;1;300;4.000000;280.050000;274.750000;69;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100620;mq;mq;870;mq;mq;mq;mq;278.650000;mq;mq;7.900000;9.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
