numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20040201000000;101020;420;2;250;9.800000;284.650000;280.350000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;14.900000;20.100000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;1015.000000;710.000000;1120.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20040201000000;100780;450;3;250;13.900000;285.050000;280.350000;73;30000;2;1;1;90;7;1250;35;61;60;100220;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;22.100000;24.200000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;1022.000000;710.000000;1124.000000;mq;7;6;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20040201000000;100900;70;1;210;13.900000;284.050000;282.650000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100730;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20040201000000;101140;120;0;240;9.800000;283.650000;280.150000;79;20000;2;1;1;0;mq;mq;mq;mq;mq;100330;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;19.000000;-60;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;1119.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20040201000000;101230;230;1;220;8.700000;282.450000;279.350000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99400;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;15.900000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1116.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20040201000000;101230;120;3;240;8.700000;284.550000;283.650000;94;8000;61;6;5;100;8;150;37;61;60;100090;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;18.000000;-10;mq;mq;mq;mq;mq;4.000000;4.000000;mq;mq;710.000000;1118.000000;mq;mq;1;7;180;7;6;300;mq;mq;mq;mq;mq;mq;
07117;20040201000000;101030;60;1;220;9.800000;285.650000;283.150000;85;15000;mq;mq;mq;mq;mq;mq;mq;mq;mq;100320;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;15.900000;19.000000;-60;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;1016.000000;1119.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20040201000000;101480;90;0;220;6.200000;284.250000;282.350000;88;19000;0;mq;mq;mq;mq;450;mq;mq;mq;100960;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20040201000000;101560;240;1;220;6.200000;283.250000;281.150000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99820;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;18.000000;-60;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;1118.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20040201000000;101550;310;3;220;6.200000;282.850000;280.250000;84;22000;2;1;1;60;5;800;35;20;10;100460;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8.700000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1109.000000;mq;mq;5;6;840;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20040201000000;101770;340;1;240;8.700000;284.450000;279.950000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100350;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;17.000000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1117.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20040201000000;101790;360;3;210;8.700000;280.950000;278.250000;83;40000;mq;mq;mq;100;mq;800;mq;mq;mq;97580;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;14.900000;-10;mq;mq;mq;mq;mq;mq;0.400000;mq;mq;710.000000;1115.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20040201000000;101770;300;3;220;10.800000;284.350000;278.250000;66;15000;mq;mq;mq;90;7;1250;38;61;60;99930;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;18.000000;22.100000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;1018.000000;710.000000;1122.000000;mq;3;8;1200;6;6;1380;mq;mq;mq;mq;mq;mq;
07207;20040201000000;101720;160;3;230;12.900000;284.650000;283.750000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101200;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20040201000000;101870;200;1;220;5.100000;284.050000;282.650000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101550;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20040201000000;101900;240;1;210;7.200000;282.950000;281.250000;89;16000;2;1;1;90;7;450;35;61;60;100550;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;11.800000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1112.000000;mq;mq;7;6;360;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20040201000000;102110;270;1;230;5.100000;283.250000;281.150000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;9.800000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1110.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20040201000000;102260;280;3;210;8.200000;281.350000;278.850000;84;40000;2;1;1;90;7;1250;35;61;60;99500;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.900000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1113.000000;mq;mq;7;6;1380;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20040201000000;102100;280;3;200;3.100000;283.550000;276.850000;63;20000;3;6;2;60;5;1750;35;20;10;98820;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;5;6;1500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20040201000000;102190;150;3;200;8.200000;283.450000;281.850000;90;16000;mq;mq;mq;mq;mq;mq;mq;mq;mq;101910;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;9.800000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1110.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20040201000000;102160;230;1;210;6.200000;283.550000;282.350000;92;13000;mq;mq;mq;100;mq;80;mq;mq;mq;100700;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8.700000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1109.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20040201000000;102430;210;3;220;5.100000;280.950000;280.550000;97;7000;2;1;1;100;7;150;36;61;60;97580;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7.200000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1107.000000;mq;mq;7;7;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20040201000000;102350;190;2;180;4.100000;282.250000;277.850000;74;15000;2;1;1;40;2;1250;35;20;12;98380;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;10.800000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1111.000000;mq;mq;2;6;1290;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20040201000000;mq;160;1;250;1.000000;275.550000;274.550000;93;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;92770;85000;15050;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.100000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1103.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20040201000000;102580;90;3;170;6.200000;280.950000;277.150000;77;15000;1;6;1;10;1;3500;30;23;11;99650;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;18.000000;-60;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;1118.000000;mq;mq;mq;1;3;2700;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20040201000000;102460;180;3;210;2.100000;281.450000;280.250000;92;15000;2;1;1;90;0;8000;30;20;12;101790;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.100000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1104.000000;mq;mq;7;0;7500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20040201000000;102570;150;3;190;3.100000;281.750000;279.550000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99400;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6.200000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1106.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20040201000000;102730;140;1;0;0.000000;278.950000;278.650000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;94210;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.100000;-10;mq;mq;mq;mq;mq;mq;0.200000;mq;mq;710.000000;1102.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20040201000000;102810;150;1;150;1.000000;281.050000;279.950000;93;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101890;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20040201000000;mq;180;3;60;1.000000;274.150000;273.250000;94;mq;61;mq;mq;mq;mq;mq;mq;mq;mq;92560;85000;15270;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20040201000000;102520;120;1;80;2.100000;275.850000;275.750000;99;8000;2;1;1;75;0;8000;30;20;12;101780;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.100000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1102.000000;mq;mq;6;0;7500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20040201000000;102640;120;1;190;3.100000;277.850000;277.450000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98180;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.100000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;710.000000;1104.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
