numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20160401000000;101900;160;1;350;2.800000;276.450000;275.750000;95;7800;0;mq;mq;mq;mq;mq;mq;mq;mq;101000;mq;mq;600;mq;mq;mq;mq;275.350000;mq;mq;3.500000;3.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20160401000000;101770;170;2;350;4.500000;278.450000;277.250000;92;10400;0;mq;mq;mq;4;1250;mq;mq;mq;101190;mq;mq;500;mq;mq;mq;mq;277.250000;mq;mq;6.700000;6.800000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;1.000000;2.000000;mq;mq;mq;mq;4;mq;1230;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20160401000000;102070;60;3;340;3.700000;282.250000;279.150000;81;18000;2;0;mq;0;0;mq;30;20;10;101800;mq;mq;780;mq;mq;mq;mq;mq;mq;mq;4.900000;6.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20160401000000;102010;70;3;300;2.800000;276.650000;276.050000;96;17000;0;mq;mq;mq;0;mq;mq;mq;mq;101170;mq;mq;730;mq;mq;mq;mq;273.350000;mq;mq;3.600000;4.500000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20160401000000;101910;140;1;350;2.600000;277.550000;276.350000;92;7500;0;mq;mq;mq;0;mq;mq;mq;mq;100030;mq;mq;650;mq;mq;mq;mq;278.250000;mq;mq;3.100000;3.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;2.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20160401000000;101560;220;2;330;6.500000;278.650000;276.950000;89;8380;0;mq;mq;100;8;1750;mq;mq;mq;100390;mq;mq;420;mq;mq;mq;mq;278.250000;mq;mq;9.000000;9.700000;-10;mq;0.000000;mq;mq;-0.100000;-0.100000;1.600000;11.900000;17.900000;mq;mq;mq;mq;4;mq;1620;6;mq;3300;8;mq;4380;mq;mq;mq;
07110;20160401000000;102240;50;3;230;1.200000;276.350000;275.050000;91;19670;0;mq;mq;mq;0;mq;mq;mq;mq;101050;mq;mq;870;mq;mq;mq;mq;271.950000;mq;mq;1.600000;3.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20160401000000;102180;70;3;280;2.200000;279.650000;276.650000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101460;mq;mq;860;mq;mq;mq;mq;mq;mq;mq;3.000000;3.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20160401000000;102110;100;3;190;0.700000;276.850000;275.950000;94;32920;0;mq;mq;mq;0;mq;mq;mq;mq;101650;mq;mq;910;mq;mq;mq;mq;273.950000;mq;mq;1.100000;3.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20160401000000;101990;150;1;360;3.800000;277.850000;275.550000;85;19870;0;mq;mq;mq;0;mq;mq;mq;mq;100200;mq;mq;810;mq;mq;mq;mq;276.750000;mq;mq;4.800000;6.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;5.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
