numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20220301000000;102680;-50;6;130;3.000000;279.150000;271.950000;60;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101780;mq;mq;-100;mq;mq;mq;mq;276.550000;mq;mq;5.800000;6.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20220301000000;102730;-70;7;140;2.400000;276.350000;272.150000;74;11800;0;mq;mq;90;7;6000;mq;mq;mq;102140;mq;mq;-150;mq;mq;mq;mq;274.850000;mq;mq;3.300000;3.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;6000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20220301000000;102390;-20;8;180;8.400000;282.850000;282.050000;95;8000;60;6;2;100;8;800;37;mq;mq;102280;mq;mq;80;mq;mq;mq;mq;mq;mq;mq;12.400000;12.400000;-10;mq;mq;mq;mq;-0.100000;-0.100000;1.400000;2.400000;2.400000;mq;mq;mq;mq;8;7;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20220301000000;102580;-30;8;130;2.500000;281.650000;280.550000;93;9430;0;mq;mq;100;7;1250;mq;mq;mq;101750;mq;mq;30;mq;mq;mq;mq;280.650000;mq;mq;3.100000;4.100000;-10;1;0.000000;mq;mq;1.400000;2.200000;2.200000;2.200000;2.200000;mq;mq;mq;mq;7;mq;1230;7;mq;1470;8;mq;1980;mq;8;mq;
07037;20220301000000;102630;-50;8;140;3.800000;279.550000;271.150000;55;29510;0;mq;mq;90;7;4200;mq;mq;mq;100750;mq;mq;-30;mq;mq;mq;mq;276.250000;mq;mq;5.300000;5.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;4200;7;mq;6600;mq;mq;mq;mq;mq;mq;
07072;20220301000000;102890;10;1;0;0.000000;271.550000;270.150000;90;19060;0;mq;mq;90;7;6900;mq;mq;mq;101670;mq;mq;-110;mq;mq;mq;mq;268.850000;mq;mq;0.000000;1.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;6900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20220301000000;102300;-20;8;190;4.800000;284.050000;284.050000;100;260;45;mq;mq;101;9;30;mq;mq;mq;101110;mq;mq;30;mq;mq;mq;mq;283.050000;mq;mq;6.700000;8.300000;-10;2;0.000000;mq;mq;-0.100000;1.400000;6.100000;7.500000;7.500000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20220301000000;102340;40;1;170;4.700000;283.950000;282.350000;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101630;mq;mq;40;mq;mq;mq;mq;mq;mq;mq;8.100000;10.400000;-10;mq;mq;mq;mq;0.000000;0.000000;1.600000;2.800000;2.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20220301000000;102560;-50;8;140;1.800000;282.250000;280.850000;91;11680;60;mq;mq;100;8;1750;mq;mq;mq;102100;mq;mq;60;mq;mq;mq;mq;281.750000;mq;mq;2.300000;4.500000;-10;2;0.000000;mq;mq;0.400000;0.600000;0.600000;0.600000;0.600000;mq;mq;mq;mq;1;mq;1740;5;mq;2280;8;mq;2820;mq;8;mq;
07139;20220301000000;102700;-40;8;0;0.000000;279.050000;276.350000;83;19030;0;mq;mq;100;8;1750;mq;mq;mq;100900;mq;mq;30;mq;mq;mq;mq;278.550000;mq;mq;0.900000;1.000000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;1800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20220301000000;102800;-60;8;260;1.100000;276.150000;272.650000;78;15000;3;2;2;90;0;6900;30;20;12;101670;mq;mq;-40;mq;mq;mq;mq;mq;mq;mq;1.400000;2.600000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;0;6900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20220301000000;102850;-50;6;100;0.600000;271.950000;269.550000;84;10890;0;mq;mq;mq;0;mq;mq;mq;mq;101340;mq;mq;-90;mq;mq;mq;mq;268.050000;mq;mq;1.000000;1.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20220301000000;103010;0;5;300;1.500000;273.050000;268.650000;69;18000;0;mq;mq;mq;mq;mq;mq;mq;mq;98620;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.600000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20220301000000;103010;-40;6;330;0.800000;271.750000;269.350000;84;11270;0;mq;mq;mq;0;mq;mq;mq;mq;101080;mq;mq;-170;mq;mq;mq;mq;270.050000;mq;mq;1.200000;1.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20220301000000;102530;-50;8;190;5.200000;284.150000;283.650000;97;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;102000;mq;mq;60;mq;mq;mq;mq;mq;mq;mq;7.300000;7.300000;-10;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20220301000000;102580;-60;8;140;2.800000;282.350000;280.250000;87;15810;0;mq;mq;100;8;1750;mq;mq;mq;102260;mq;mq;40;mq;mq;mq;mq;281.350000;mq;mq;3.900000;3.900000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;1;mq;1740;8;mq;3240;mq;mq;mq;mq;mq;mq;
07240;20220301000000;102740;-30;8;110;1.400000;278.450000;273.250000;69;13910;0;mq;mq;mq;5;6360;mq;mq;mq;101340;mq;mq;80;mq;mq;mq;mq;279.350000;mq;mq;1.700000;2.100000;-10;4;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;6360;5;mq;7080;mq;mq;mq;mq;mq;mq;
07255;20220301000000;102810;-20;8;0;0.000000;274.850000;271.550000;79;14540;0;mq;mq;mq;mq;mq;mq;mq;mq;100720;mq;mq;50;mq;mq;mq;mq;272.650000;mq;mq;1.200000;1.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
